line_id	text	tokens_space
201	التباعد من نجس في ماء كثير ولو بال في البحر مثلا فارتفعت منه رغوه فهي	التباعد من نجس في ماء كثير ولو بال في البحر مثلا فارتفعت منه رغوه فهي
202	نجسه ان تحقق انها من عين النجاسه او من المتغير احد اوصافه بها والا فلا	نجسه ان تحقق انها من عين النجاسه او من المتغير احد اوصافه بها والا فلا
203	ولو طرحت فيه بعره فوقعت من اجل الطرح قطره علي شيء لم تنجسه . PageV01P043	ولو طرحت فيه بعره فوقعت من اجل الطرح قطره علي شيء لم تنجسه . PageV01P043
204	2 - وجري ماء علي عضو 3 - وان لا يكون عليه مغير للماء	2 - وجري ماء علي عضو 3 - وان لا يكون عليه مغير للماء
205	تغيرا	تغيرا
206	وينجس قليل الماء وهو ما دون	وينجس قليل الماء وهو ما دون
207	القلتين حيث لم يكن واردا بوصول نجس اليه يري بالبصر المعتدل غير معفو عنه	القلتين حيث لم يكن واردا بوصول نجس اليه يري بالبصر المعتدل غير معفو عنه
208	في الماء ولو معفوا عنه في الصلاه كغيره من رطب ومائع وان كثر لا بوصول	في الماء ولو معفوا عنه في الصلاه كغيره من رطب ومائع وان كثر لا بوصول
209	ميته لا دم لجنسها سائل عند شق عضو منها كعقرب ووزع الا ان تغير ما اصابته	ميته لا دم لجنسها سائل عند شق عضو منها كعقرب ووزع الا ان تغير ما اصابته
210	ولو يسيرا فحينئذ ينجس لا سرطان وضفدع فينجس بهما خلافا لجمع ولا بميته كان	ولو يسيرا فحينئذ ينجس لا سرطان وضفدع فينجس بهما خلافا لجمع ولا بميته كان
211	نشؤها من الماء كالعلق ولو طرح فيه ميته من ذلك نجس وان كان الطارح غير	نشؤها من الماء كالعلق ولو طرح فيه ميته من ذلك نجس وان كان الطارح غير
212	مكلف ولا اثر لطرح الحي مطلقا .	مكلف ولا اثر لطرح الحي مطلقا .
213	واختار كثيرون من ائمتنا مذهب مالك : ان الماء لا ينجس مطلقا الا بالتغير	واختار كثيرون من ائمتنا مذهب مالك : ان الماء لا ينجس مطلقا الا بالتغير
214	والجاري كراكد .	والجاري كراكد .
215	وفي القديم : لا ينجس قليله بلا تغير وهو مذهب مالك .	وفي القديم : لا ينجس قليله بلا تغير وهو مذهب مالك .
216	قال في المجموع : سواء كانت النجاسه مائعه او جامده .	قال في المجموع : سواء كانت النجاسه مائعه او جامده .
217	والماء القليل اذا تنجس يطهر ببلوغه قلتين ولو بماء متنجس حيث لا تغير به	والماء القليل اذا تنجس يطهر ببلوغه قلتين ولو بماء متنجس حيث لا تغير به
218	والكثير يطهر بزوال تغيره بنفسه او بماء زيد عليه او نقص عنه وكان الباقي	والكثير يطهر بزوال تغيره بنفسه او بماء زيد عليه او نقص عنه وكان الباقي
219	كثيرا .	كثيرا .
220	| 2 -	| 2 -
221	وثانيها : جري ماء علي عضو مغسول فلا يكفي ان يمسه الماء بلا جريان لانه	وثانيها : جري ماء علي عضو مغسول فلا يكفي ان يمسه الماء بلا جريان لانه
222	لا يسمي غسلا .	لا يسمي غسلا .
223	| 3 -	| 3 -
224	وثالثها : ان لا يكون عليه اي علي العضو مغير للماء تغيرا	وثالثها : ان لا يكون عليه اي علي العضو مغير للماء تغيرا
225	ضارا 4 - وحائل كنوره ms007 5 - ودخول وقت لدائم حدث .	ضارا 4 - وحائل كنوره ms007 5 - ودخول وقت لدائم حدث .
226	ضارا كزعفران وصندل خلافا لجمع .	ضارا كزعفران وصندل خلافا لجمع .
227	| 4 -	| 4 -
228	ورابعها : ان لا يكون علي العضو حائل بين الماء والمغسول كنوره وشمع ودهن	ورابعها : ان لا يكون علي العضو حائل بين الماء والمغسول كنوره وشمع ودهن
229	جامد وعين حبر وحناء بخلاف دهن جار اي مائع وان لم يثبت الماء عليه واثر	جامد وعين حبر وحناء بخلاف دهن جار اي مائع وان لم يثبت الماء عليه واثر
230	حبر وحناء .	حبر وحناء .
231	وكذا يشترط علي ما جزم به كثيرون ان لا يكون وسخ تحت ظفر يمنع وصول الماء	وكذا يشترط علي ما جزم به كثيرون ان لا يكون وسخ تحت ظفر يمنع وصول الماء
232	لما تحته خلافا لجمع منهم الغزالي والزركشي وغيرهما واطالوا في ترجيحه	لما تحته خلافا لجمع منهم الغزالي والزركشي وغيرهما واطالوا في ترجيحه
233	وصرحوا بالمسامحه عما تحتها من الوسخ دون نحو العجين واشار الاذرعي وغيره	وصرحوا بالمسامحه عما تحتها من الوسخ دون نحو العجين واشار الاذرعي وغيره
234	الي ضعف مقالتهم وقد صرح في التتمه وغيرها بما في الروضه وغيرها من عدم	الي ضعف مقالتهم وقد صرح في التتمه وغيرها بما في الروضه وغيرها من عدم
235	المسامحه بشيء مما تحتها حيث منع وصول الماء بمحله وافتي البغوي في وسخ	المسامحه بشيء مما تحتها حيث منع وصول الماء بمحله وافتي البغوي في وسخ
236	حصل من غبار بانه يمنع صحه الوضوء بخلاف ما نشا من بدنه وهو العرق المتجمد	حصل من غبار بانه يمنع صحه الوضوء بخلاف ما نشا من بدنه وهو العرق المتجمد
237	وجزم به في الانوار .	وجزم به في الانوار .
238	| 5 -	| 5 -
239	وخامسها : دخول وقت لدائم حدث كسلس ومستحاضه .	وخامسها : دخول وقت لدائم حدث كسلس ومستحاضه .
240	ويشترط له ايضا ظن دخوله فلا يتوضا كالمتيمم لفرض او نفل مؤقت قبل وقت	ويشترط له ايضا ظن دخوله فلا يتوضا كالمتيمم لفرض او نفل مؤقت قبل وقت
241	فعله ولصلاه جنازه قبل الغسل وتحيه قبل دخول المسجد وللرواتب المتاخره قبل	فعله ولصلاه جنازه قبل الغسل وتحيه قبل دخول المسجد وللرواتب المتاخره قبل
242	فعل الفرض ولزم وضوءان او تيممان1 علي خطيب دائم الحدث احدهما : للخطبتين	فعل الفرض ولزم وضوءان او تيممان1 علي خطيب دائم الحدث احدهما : للخطبتين
243	والاخر بعدهما PageV01P045	والاخر بعدهما PageV01P045
244	وفروضه : 1 - نيه فرض وضوء عند غسل وجه ,	وفروضه : 1 - نيه فرض وضوء عند غسل وجه ,
245	لصلاه جمعه ويكفي واحد لهما لغيره	لصلاه جمعه ويكفي واحد لهما لغيره
246	ويجب عليه الوضوء لكل فرض كالتيمم وكذا غسل الفرج وابدال القطنه التي بفمه	ويجب عليه الوضوء لكل فرض كالتيمم وكذا غسل الفرج وابدال القطنه التي بفمه
247	والعصابه وان لم تزل عن موضعها .	والعصابه وان لم تزل عن موضعها .
